,rho_0,xi,gamma,log10(zeta),num_stiff,material,eig_FEA,eig_CF,time
0,0.167048,0.999891,0.105170,-2.794234,1,metal,151.899383,204.453679,28.096897
0,7.388740,0.999506,0.525141,-4.674602,1,metal,5.987341,5.882700,16.955779
0,5.986295,0.999506,0.525339,-4.674602,1,metal,5.981683,5.882778,17.811208
0,4.849848,0.999506,0.525346,-4.674602,1,metal,6.022961,5.882781,16.152288
0,3.929144,0.999506,0.525339,-4.674602,1,metal,6.165611,5.882778,17.140146
0,3.183243,0.999506,0.525306,-4.674602,1,metal,6.254336,5.882765,17.641843
0,2.578923,0.999506,0.525340,-4.674602,1,metal,6.626283,5.882778,18.430572
0,2.089081,0.999506,0.525302,-4.674602,1,metal,6.984002,5.882763,16.324834
0,1.692587,0.999506,0.525141,-4.674602,1,metal,7.376450,5.882700,14.582557
0,1.371311,0.999506,0.525146,-4.674602,1,metal,8.337736,5.882702,15.954241
0,1.111003,0.999506,0.525339,-4.674602,1,metal,10.198949,5.882778,14.972955
0,0.900088,0.999506,0.525346,-4.674602,1,metal,13.410195,7.261277,15.103348
0,0.729229,0.999506,0.525146,-4.674602,1,metal,18.724704,11.062391,15.151020
0,0.590812,0.999506,0.525141,-4.674602,1,metal,26.892791,16.853057,18.287927
0,0.478678,0.999506,0.525303,-4.674602,1,metal,37.457595,25.674017,15.250438
0,0.387759,0.999506,0.525340,-4.674602,1,metal,96.239657,39.125430,27.924362
0,0.314146,0.997681,0.525347,-4.674602,4,metal,93.551285,59.577214,76.469122
0,0.254508,0.997361,0.525346,-4.674602,5,metal,135.500617,90.760850,43.780482
0,0.206192,0.997361,0.525347,-4.674602,5,metal,193.441576,138.279913,26.970544
0,0.167048,0.996805,0.525347,-4.674602,7,metal,289.845054,210.642912,57.170360
0,7.389043,0.997652,1.105271,-3.908294,1,metal,6.018222,6.093107,17.345442
0,5.986202,0.997652,1.105260,-3.908294,1,metal,6.039608,6.093103,17.378743
0,4.849848,0.997652,1.105272,-3.908294,1,metal,6.102586,6.093107,16.007538
0,3.929150,0.997652,1.105269,-3.908294,1,metal,6.290655,6.093106,15.402850
0,3.183228,0.997652,1.105271,-3.908294,1,metal,6.404952,6.093107,14.601325
0,2.578956,0.997652,1.105270,-3.908294,1,metal,6.888433,6.093106,14.722304
0,2.089279,0.997652,1.105271,-3.908294,1,metal,7.182143,6.093107,14.931282
0,1.692681,0.997652,1.105271,-3.908294,1,metal,7.688735,6.093107,14.814399
0,1.371335,0.997652,1.105269,-3.908294,1,metal,8.872272,6.093106,13.576431
0,1.111003,0.997652,1.105271,-3.908294,1,metal,11.052504,6.093107,13.604559
0,0.900088,0.997652,1.105271,-3.908294,1,metal,14.744498,7.520886,13.659365
0,0.729214,0.990578,1.105272,-3.908294,3,metal,27.182360,11.436360,56.980420
0,0.590778,0.990578,1.105272,-3.908294,3,metal,37.069952,17.424048,28.367680
0,0.478632,0.987245,1.105273,-3.908294,5,metal,52.413413,26.521464,59.161036
0,0.387753,0.987245,1.105276,-3.908294,5,metal,73.823158,40.410000,27.837335
0,0.314138,0.987244,1.105294,-3.908294,5,metal,104.233099,61.568823,26.038518
0,0.254508,0.987245,1.105272,-3.908294,5,metal,142.624069,93.798449,29.130575
0,0.206192,0.987245,1.105272,-3.908294,5,metal,200.534436,142.907991,26.186512
0,0.167049,0.988820,1.105275,-3.908294,5,metal,555.221835,217.822329,26.608205
0,0.135341,0.988820,1.105292,-3.908294,5,metal,431.944371,331.841385,26.792212
0,7.388735,0.989055,1.905670,-2.644607,1,metal,6.051629,6.331482,16.130109
0,5.986200,0.989055,1.905672,-2.644607,1,metal,6.075361,6.331483,15.997136
0,4.849847,0.989055,1.905678,-2.644607,1,metal,6.137006,6.331484,14.578843
0,3.929142,0.989055,1.905678,-2.644607,1,metal,6.313874,6.331485,14.647679
0,3.183314,0.989055,1.905673,-2.644607,1,metal,6.448517,6.331483,15.100159
0,2.578916,0.989055,1.905678,-2.644607,1,metal,6.975969,6.331485,14.824570
0,2.089009,0.989055,1.905671,-2.644607,1,metal,7.214099,6.331483,15.659340
0,1.692684,0.989055,1.905678,-2.644607,1,metal,7.767972,6.331485,14.055206
0,1.371340,0.989055,1.905678,-2.644607,1,metal,8.959795,6.331484,14.009793
0,1.111001,0.964166,1.905681,-2.644607,2,metal,13.150725,6.292529,43.346582
0,0.900088,0.964166,1.905678,-2.644607,2,metal,17.566443,7.767037,26.984413
0,0.729285,0.953812,1.905809,-2.644607,3,metal,23.922989,11.800794,40.570977
0,0.590808,0.953816,1.905710,-2.644607,3,metal,31.141129,17.980922,27.224312
0,0.478656,0.964166,1.905691,-2.644607,3,metal,38.078761,27.464907,25.504174
0,7.388723,0.973911,3.010292,-2.386439,1,metal,6.188725,6.603051,14.742770
0,5.986300,0.973909,3.010391,-2.386439,1,metal,6.223069,6.603073,15.005574
0,4.849846,0.973909,3.010388,-2.386439,1,metal,6.283818,6.603073,19.824272
0,3.929142,0.973909,3.010391,-2.386439,1,metal,6.440377,6.603073,15.622546
0,3.183242,0.973910,3.010374,-2.386439,1,metal,6.655210,6.603069,14.482698
0,2.579109,0.973911,3.010306,-2.386439,1,metal,7.154902,6.603054,14.605356
0,2.079239,0.940131,3.008909,-2.386439,1,metal,7.701859,6.553391,31.728780
0,1.692569,0.940084,3.010302,-2.386439,1,metal,8.701096,6.553667,30.691882
0,1.371304,0.907553,3.010317,-2.386439,2,metal,10.736767,6.506051,41.270834
0,1.111003,0.907549,3.010391,-2.386439,2,metal,13.712359,6.506063,28.566022
0,0.900088,0.907549,3.010391,-2.386439,2,metal,17.779063,8.030614,26.670542
0,0.729214,0.940081,3.010389,-2.386439,2,metal,20.235620,12.324692,26.429235
0,7.388729,0.982797,1.999346,-1.965385,1,metal,5.661731,6.348821,37.333007
0,5.986198,0.982797,1.999346,-1.965385,1,metal,5.676599,6.348821,34.227329
0,4.849833,0.982797,1.999346,-1.965385,1,metal,5.729629,6.348821,33.938506
0,3.929179,0.982797,1.999346,-1.965385,1,metal,5.881747,6.348821,36.781110
0,3.183313,0.982797,1.999346,-1.965385,1,metal,5.984235,6.348821,55.766802
0,2.084196,0.936009,4.450681,-1.965385,1,metal,7.116629,6.873205,41.290651
0,2.080285,0.933940,4.533335,-1.965385,1,metal,7.133310,6.887416,27.919031
0,1.692567,0.933893,4.535195,-1.965385,1,metal,7.678290,6.887734,31.733543
0,1.371307,0.933892,4.535212,-1.965385,1,metal,8.677798,6.887737,27.613955
0,1.110995,0.317080,4.535158,-1.965385,2,metal,14.498604,6.044090,68.920148
0,0.900086,0.317076,4.535124,-1.965385,2,metal,13.144924,7.460392,30.184747
0,0.729213,0.595853,4.405151,-1.965385,3,metal,15.577991,12.029995,54.261857
0,7.388718,0.967998,6.639375,-4.191537,1,metal,7.378687,7.319171,16.090842
0,5.986182,0.925424,6.639401,-4.191537,1,metal,7.638446,7.266052,33.490081
0,4.849824,0.925424,6.639410,-4.191537,1,metal,7.780056,7.266053,33.609338
0,3.929142,0.925422,6.639510,-4.191537,1,metal,8.226157,7.266068,30.668342
0,3.183240,0.925422,6.639494,-4.191537,1,metal,8.821716,7.266066,31.789208
0,2.578947,0.925422,6.639498,-4.191537,1,metal,9.465555,7.266066,31.769832
0,2.089372,0.882995,6.639530,-4.191537,2,metal,11.434360,7.213072,44.122077
0,1.692544,0.883002,6.639327,-4.191537,2,metal,15.034229,7.213046,28.587251
0,1.371302,0.882999,6.639388,-4.191537,2,metal,21.086686,7.213053,27.687442
0,1.111002,0.839314,6.639505,-4.191537,3,metal,30.870424,7.158446,41.666759
0,0.900088,0.791334,6.639505,-4.191537,4,metal,42.512968,8.761744,42.549152
0,0.729214,0.732399,6.639485,-4.191537,5,metal,58.218091,13.210192,41.243979
0,0.590778,0.732395,6.639509,-4.191537,5,metal,80.508769,20.126647,28.373567
0,0.478623,0.617942,6.639518,-4.191537,6,metal,112.201090,30.038027,40.084245
0,0.387775,0.587438,6.271331,-4.191537,7,metal,150.319644,45.051645,45.084979
0,0.314139,0.588044,5.956790,-4.191537,8,metal,200.686066,68.043311,59.297654
0,0.206192,0.587993,5.956790,-4.191537,9,metal,279.912135,157.936024,22.202373
0,7.388887,0.720754,6.442609,-2.458343,1,metal,6.708365,6.974845,48.164351
0,5.986094,0.720800,6.442315,-2.458343,1,metal,6.828659,6.974851,49.711969
0,4.849785,0.720800,6.442314,-2.458343,1,metal,6.947777,6.974851,51.541232
0,3.929142,0.720754,6.442609,-2.458343,1,metal,7.138002,6.974845,45.596374
0,3.183246,0.594007,4.529144,-2.458343,3,metal,7.032415,6.422782,116.788166
0,2.148528,0.995307,0.366225,-2.458343,5,metal,6.487477,5.810495,151.424158
0,2.089027,0.995306,0.366254,-2.458343,5,metal,6.521804,5.810507,102.778134
0,1.692666,0.995306,0.366254,-2.458343,5,metal,6.911123,5.810507,82.366560
0,1.371335,0.995306,0.366254,-2.458343,5,metal,7.726500,5.810507,98.886674
0,1.995519,0.858162,3.289595,-2.026520,2,metal,7.312057,6.503292,117.312528
0,1.995091,0.858297,3.288103,-2.026520,2,metal,7.312420,6.503123,93.149833
0,1.995394,0.858166,3.289551,-2.026520,2,metal,7.312254,6.503287,91.976657
0,1.995238,0.858159,3.289628,-2.026520,2,metal,7.312531,6.503296,92.102699
0,1.994040,0.858290,3.288187,-2.026520,2,metal,7.314186,6.503132,99.811555
0,0.429965,0.858405,3.286921,-2.026520,3,metal,28.822239,35.176057,134.928235
0,0.429954,0.858395,3.287029,-2.026520,3,metal,28.822738,35.177925,105.905833
0,0.429977,0.858220,3.288951,-2.026520,3,metal,28.818855,35.175348,88.072453
0,0.429915,0.858160,3.289608,-2.026520,3,metal,28.821623,35.185914,86.033048
0,0.429898,0.858160,3.289611,-2.026520,3,metal,28.822614,35.188697,89.227653
0,0.429872,0.858159,3.289627,-2.026520,3,metal,28.824091,35.192890,89.083629
0,0.429679,0.858302,3.288056,-2.026520,3,metal,28.837513,35.223617,88.857971
0,2.001409,0.863397,3.217206,-2.014555,2,metal,7.257249,6.493082,138.301183
0,2.001051,0.863348,3.217764,-2.014555,2,metal,7.257950,6.493148,93.351844
0,2.001274,0.863241,3.218976,-2.014555,2,metal,7.257875,6.493291,97.594242
0,2.000730,0.863338,3.217881,-2.014555,2,metal,7.258489,6.493162,95.644072
0,2.000055,0.863308,3.218211,-2.014555,2,metal,7.259646,6.493201,94.917845
0,1.998434,0.863333,3.217928,-2.014555,2,metal,7.262178,6.493167,93.390452
0,0.431185,0.863376,3.217446,-2.014555,3,metal,28.507645,34.924190,140.980296
0,0.431192,0.863394,3.217238,-2.014555,3,metal,28.507473,34.922856,88.999770
0,0.431177,0.863396,3.217223,-2.014555,3,metal,28.508346,34.925252,87.085127
0,0.431154,0.863395,3.217236,-2.014555,3,metal,28.509682,34.929046,86.809703
0,0.431238,0.863274,3.218596,-2.014555,3,metal,28.503153,34.916345,87.318032
0,0.431226,0.863275,3.218587,-2.014555,3,metal,28.503845,34.918252,84.864843
0,0.431180,0.863275,3.218586,-2.014555,3,metal,28.506494,34.925668,90.029027
0,7.389045,0.999953,0.105167,-4.462042,1,metal,5.675646,5.705407,29.426596
0,5.986298,0.999953,0.105167,-4.462042,1,metal,5.686715,5.705407,29.417742
0,4.849847,0.999953,0.105167,-4.462042,1,metal,5.744047,5.705407,27.428511
0,3.929150,0.999953,0.105152,-4.462042,1,metal,5.813193,5.705401,24.398329
0,3.183226,0.999953,0.105170,-4.462042,1,metal,5.955261,5.705409,27.375987
0,2.578957,0.999953,0.105153,-4.462042,1,metal,6.180297,5.705401,25.400856
0,2.089285,0.999953,0.105168,-4.462042,1,metal,6.652480,5.705408,25.159861
0,1.692664,0.999953,0.105153,-4.462042,1,metal,6.942262,5.705401,25.524336
0,1.371340,0.999953,0.105167,-4.462042,1,metal,7.630251,5.705407,23.602947
0,1.111003,0.999953,0.105167,-4.462042,1,metal,9.004915,5.705407,23.311113
0,0.900088,0.999953,0.105167,-4.462042,1,metal,11.450354,7.042338,26.522015
0,0.729214,0.999953,0.105167,-4.462042,1,metal,15.586277,10.729442,22.290036
0,0.590785,0.999953,0.105153,-4.462042,1,metal,22.312116,16.346613,22.641691
0,0.478633,0.999953,0.105168,-4.462042,1,metal,32.463974,24.904745,20.965758
0,0.387754,0.999953,0.105153,-4.462042,1,metal,45.928183,37.946744,20.331612
0,0.314145,0.999953,0.105153,-4.462042,1,metal,64.701756,57.813068,20.418523
0,0.254508,0.999758,0.105172,-4.462042,5,metal,103.227837,88.075474,133.264434
0,0.206192,0.999758,0.105176,-4.462042,5,metal,151.877463,134.188466,44.116508
0,0.167048,0.999758,0.105171,-4.462042,5,metal,224.564512,204.444888,36.989488
0,0.135336,0.999710,0.105181,-4.462042,7,metal,335.106447,311.474999,88.509622
0,7.388743,0.998060,0.525333,-2.109099,1,metal,5.454759,5.880223,32.128171
0,5.986297,0.998060,0.525347,-2.109099,1,metal,5.461359,5.880228,26.568866
0,4.849848,0.998060,0.525347,-2.109099,1,metal,5.515760,5.880228,34.202682
0,3.929143,0.998060,0.525347,-2.109099,1,metal,5.585379,5.880228,25.565020
0,3.183225,0.998060,0.525347,-2.109099,1,metal,5.702891,5.880228,24.991600
0,2.579125,0.998060,0.525335,-2.109099,1,metal,5.923050,5.880223,24.984122
0,2.089318,0.998060,0.525348,-2.109099,1,metal,6.348211,5.880228,25.382502
0,1.692587,0.998060,0.525333,-2.109099,1,metal,6.608663,5.880223,22.711780
0,1.371341,0.998060,0.525348,-2.109099,1,metal,7.230134,5.880228,24.679625
0,1.111003,0.998060,0.525347,-2.109099,1,metal,8.440866,5.880228,21.115287
0,0.900088,0.998060,0.525347,-2.109099,1,metal,10.525562,7.258128,23.622635
0,0.729213,0.998060,0.525348,-2.109099,1,metal,13.867454,11.058218,28.774527
0,0.590811,0.998060,0.525334,-2.109099,1,metal,18.957876,16.845980,20.616501
0,0.478625,0.998060,0.525348,-2.109099,1,metal,25.663201,25.668673,22.878810
0,0.387728,0.998060,0.525333,-2.109099,1,metal,33.241597,39.114654,44.023222
0,0.314147,0.998060,0.525347,-2.109099,1,metal,41.979468,59.583901,42.517240
0,0.254508,0.998060,0.525347,-2.109099,1,metal,53.843688,90.779939,41.931484
0,7.389043,0.994542,1.105271,-2.359228,1,metal,5.736239,6.087923,23.699417
0,5.985802,0.994542,1.105202,-2.359228,1,metal,5.748853,6.087900,25.387178
0,4.849848,0.994542,1.105271,-2.359228,1,metal,5.808068,6.087923,24.818883
0,3.929143,0.994542,1.105272,-2.359228,1,metal,5.944171,6.087923,22.697915
0,3.183243,0.994542,1.105269,-2.359228,1,metal,6.043384,6.087923,25.472853
0,2.578956,0.994542,1.105269,-2.359228,1,metal,6.391684,6.087923,23.636118
0,2.089317,0.994542,1.105271,-2.359228,1,metal,6.752596,6.087923,21.188058
0,1.692586,0.994542,1.105257,-2.359228,1,metal,7.129912,6.087919,19.538146
0,1.371335,0.994542,1.105269,-2.359228,1,metal,8.004456,6.087923,20.531562
0,1.111003,0.994542,1.105272,-2.359228,1,metal,9.620076,6.087923,24.285536
0,0.900088,0.994542,1.105271,-2.359228,1,metal,12.303334,7.514490,22.396346
0,0.729214,0.988137,1.105272,-2.359228,1,metal,18.111253,11.428707,41.176064
0,0.590811,0.994542,1.105259,-2.359228,1,metal,22.682574,17.441016,45.164146
0,0.478676,0.994542,1.105271,-2.359228,1,metal,30.488373,26.569628,41.992141
0,0.387754,0.994542,1.105269,-2.359228,1,metal,62.905935,40.490892,38.722596
0,0.314145,0.994542,1.105269,-2.359228,1,metal,76.352216,61.689144,45.169783
0,7.388732,0.985947,1.905587,-2.193049,1,metal,5.832727,6.326599,23.907657
0,5.986201,0.985947,1.905588,-2.193049,1,metal,5.850427,6.326600,23.782427
0,4.849847,0.985946,1.905677,-2.193049,1,metal,5.907751,6.326624,26.491334
0,3.929144,0.985946,1.905674,-2.193049,1,metal,6.071865,6.326623,22.666245
0,3.183229,0.985946,1.905675,-2.193049,1,metal,6.188968,6.326624,22.914726
0,2.579117,0.985947,1.905595,-2.193049,1,metal,6.604550,6.326602,23.565404
0,2.088920,0.985947,1.905650,-2.193049,1,metal,6.872813,6.326617,28.033524
0,1.692663,0.985946,1.905661,-2.193049,1,metal,7.325239,6.326620,24.063516
0,1.371340,0.985946,1.905675,-2.193049,1,metal,8.293997,6.326624,21.910263
0,1.111003,0.953366,1.905677,-2.193049,2,metal,11.282459,6.275589,65.509597
0,0.900088,0.953366,1.905676,-2.193049,2,metal,14.465142,7.746126,42.964365
0,7.388725,0.976499,3.010347,-2.568443,1,metal,6.277377,6.606837,35.134517
0,5.986280,0.976498,3.010383,-2.568443,1,metal,6.320527,6.606846,35.662929
0,4.849832,0.976499,3.010351,-2.568443,1,metal,6.383955,6.606838,36.379876
0,3.929149,0.976498,3.010384,-2.568443,1,metal,6.542266,6.606846,32.415729
0,3.183311,0.976499,3.010354,-2.568443,1,metal,6.779902,6.606839,33.508974
0,2.579111,0.976498,3.010359,-2.568443,1,metal,7.291670,6.606840,44.013018
0,2.085390,0.946413,3.009903,-2.568443,1,metal,7.899588,6.562818,72.379782
0,1.692571,0.946399,3.010347,-2.568443,1,metal,9.027297,6.562909,65.333761
0,1.371334,0.505803,5.422268,-2.568443,3,metal,13.195786,6.499451,190.848315
0,1.111001,0.890662,3.010388,-2.568443,3,metal,14.978058,6.481294,63.711255
0,0.900088,0.917955,3.010388,-2.568443,3,metal,19.458682,8.049416,104.606294
0,0.729215,0.890662,3.010391,-2.568443,3,metal,25.841538,12.188495,65.081954
0,7.388733,0.986752,4.535130,-4.678722,1,metal,7.214865,6.959185,50.285259
0,5.986199,0.986752,4.535132,-4.678722,1,metal,7.230616,6.959185,41.212015
0,2.153965,0.999999,0.008450,-4.678722,1,metal,6.450492,5.660830,211.062263
0,3.929180,0.986752,4.535134,-4.678722,1,metal,7.529003,6.959185,28.350232
0,2.107700,0.957483,4.435288,-4.678722,2,metal,10.342862,6.899202,102.492973
0,2.106353,0.956702,4.485144,-4.678722,2,metal,10.384948,6.908377,53.046785
0,2.065834,0.919589,4.529250,-4.678722,5,metal,10.769151,6.867137,127.739269
0,1.692561,0.919402,4.535227,-4.678722,5,metal,13.770097,6.868115,35.414424
0,1.371308,0.953031,2.900835,-4.678722,7,metal,15.662198,6.545357,141.917980
0,1.022440,0.225239,5.008430,-4.678722,7,metal,32.741817,6.035168,70.111784
0,0.900089,0.953027,2.900987,-4.678722,7,metal,32.059638,8.079138,73.581009
0,0.452986,0.953040,2.900486,-4.678722,7,metal,97.370610,31.897676,72.044844
0,0.453030,0.953065,2.899544,-4.678722,7,metal,97.342763,31.890491,68.644164
0,0.440489,0.900626,4.478561,-4.678722,7,metal,124.549391,35.205203,48.841982
0,0.387750,0.898307,4.535134,-4.678722,7,metal,150.412693,45.490415,30.697485
0,0.314137,0.953031,2.900835,-4.678722,7,metal,173.014999,66.327756,62.279469
0,0.206192,0.942051,3.129233,-4.678722,9,metal,314.538212,154.903378,29.547060
0,7.388716,0.965596,6.639257,-4.070374,1,metal,7.331256,7.316156,15.186171
0,5.986301,0.919297,6.639509,-4.070374,1,metal,7.582773,7.258421,34.526036
0,4.849847,0.919297,6.639508,-4.070374,1,metal,7.730073,7.258421,33.926150
0,3.929142,0.919298,6.639502,-4.070374,1,metal,8.162638,7.258420,29.379550
0,3.183225,0.919297,6.639508,-4.070374,1,metal,8.771028,7.258421,29.552218
0,2.578921,0.919297,6.639504,-4.070374,1,metal,9.399624,7.258420,28.790685
0,2.089364,0.872298,6.639525,-4.070374,2,metal,11.314331,7.199700,41.494187
0,1.692656,0.872301,6.639452,-4.070374,2,metal,14.845247,7.199691,35.926344
0,1.371301,0.872307,6.639303,-4.070374,2,metal,20.784335,7.199673,27.239587
0,1.111003,0.822455,6.639506,-4.070374,3,metal,30.371177,7.137351,42.591508
0,0.900087,0.764526,6.639456,-4.070374,4,metal,41.745864,8.720298,39.573806
0,0.729213,0.679997,6.639487,-4.070374,5,metal,56.774894,13.086731,42.601140
0,0.590778,0.679996,6.639494,-4.070374,5,metal,78.578026,19.938452,31.361784
0,0.478627,0.587584,6.358298,-4.070374,6,metal,106.713420,29.643986,45.489126
0,0.372653,0.644602,5.927544,-4.070374,7,metal,151.160971,48.835990,61.426759
0,0.314139,0.588594,5.687763,-4.070374,8,metal,190.387317,67.511819,78.207833
0,0.206191,0.588566,5.687763,-4.070374,9,metal,268.633770,156.703916,38.912547
0,7.388215,0.588431,7.833944,-2.816506,1,metal,7.051191,7.051872,50.105721
0,5.986231,0.588337,7.833944,-2.816506,1,metal,7.191340,7.051759,54.438525
0,4.849827,0.588331,7.833944,-2.816506,1,metal,7.304633,7.051751,42.983715
0,3.929138,0.588328,7.833944,-2.816506,1,metal,7.724100,7.051748,55.846030
0,3.183225,0.588309,7.833944,-2.816506,1,metal,8.244890,7.051725,55.299200
0,2.578925,0.588323,7.833944,-2.816506,1,metal,8.746978,7.051742,68.297351
0,2.089350,0.588317,7.833944,-2.816506,1,metal,10.051258,7.051734,44.169655
0,1.664130,0.596903,6.087803,-2.816506,2,metal,12.015113,6.751457,115.943517
